,state,season,mmwr_week,age_category,sex,race,rate
515,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Overall,Hispanic,2.5
516,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Overall,"White, non-Hispanic",1.2
517,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Overall,"A/PI, non-Hispanic",57.5
518,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Overall,"AI/AN, non-Hispanic",156
519,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Overall,"Black, non-Hispanic",68.7
520,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Overall,Hispanic,76.7
521,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Overall,"White, non-Hispanic",60.5
522,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Overall,"A/PI, non-Hispanic",1.4
523,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Overall,"AI/AN, non-Hispanic",4.1
524,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Overall,"Black, non-Hispanic",4.6
525,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Overall,Hispanic,2.3
526,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Overall,"White, non-Hispanic",2
527,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Overall,"A/PI, non-Hispanic",1
528,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Overall,"AI/AN, non-Hispanic",15.4
529,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Overall,"Black, non-Hispanic",6.4
530,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Overall,Hispanic,3.2
531,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Overall,"White, non-Hispanic",3.4
532,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Overall,"A/PI, non-Hispanic",7.1
533,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Overall,"AI/AN, non-Hispanic",37.4
534,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Overall,"Black, non-Hispanic",10
535,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Overall,Hispanic,7.8
536,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Overall,"White, non-Hispanic",6.9
537,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Overall,"A/PI, non-Hispanic",383.5
538,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Overall,"AI/AN, non-Hispanic",721.3
539,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Overall,"Black, non-Hispanic",466.7
540,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Overall,Hispanic,451.9
541,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Overall,"White, non-Hispanic",343
542,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Overall,"A/PI, non-Hispanic",10
543,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Overall,"AI/AN, non-Hispanic",28.1
544,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Overall,"Black, non-Hispanic",34.9
545,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Overall,Hispanic,21.3
546,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Overall,"White, non-Hispanic",20.6
547,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Overall,"A/PI, non-Hispanic",45.5
548,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Overall,"AI/AN, non-Hispanic",24.5
549,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Overall,"Black, non-Hispanic",43.3
550,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Overall,Hispanic,58.5
551,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Overall,"White, non-Hispanic",43.9
552,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Overall,"A/PI, non-Hispanic",75.5
553,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Overall,"AI/AN, non-Hispanic",0
554,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Overall,"Black, non-Hispanic",60.5
555,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Overall,Hispanic,88.3
556,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Overall,"White, non-Hispanic",98
557,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Overall,"A/PI, non-Hispanic",57.6
558,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Overall,"AI/AN, non-Hispanic",125
559,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Overall,"Black, non-Hispanic",72
560,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Overall,Hispanic,73.5
561,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Overall,"White, non-Hispanic",59
562,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Overall,"A/PI, non-Hispanic",206.1
563,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Overall,"AI/AN, non-Hispanic",393.2
564,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Overall,"Black, non-Hispanic",252.4
565,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Overall,Hispanic,255
566,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Overall,"White, non-Hispanic",206.2
567,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Overall,"A/PI, non-Hispanic",5.8
568,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Overall,"AI/AN, non-Hispanic",11.2
569,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Overall,"Black, non-Hispanic",12.3
570,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Overall,Hispanic,7.4
571,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Overall,"White, non-Hispanic",11.8
572,Entire Network (RSV-NET),2018-2019,Overall,18-49 years,Overall,"A/PI, non-Hispanic",0.9
573,Entire Network (RSV-NET),2018-2019,Overall,18-49 years,Overall,"AI/AN, non-Hispanic",5.4
574,Entire Network (RSV-NET),2018-2019,Overall,18-49 years,Overall,"Black, non-Hispanic",4.1
575,Entire Network (RSV-NET),2018-2019,Overall,18-49 years,Overall,Hispanic,2.6
576,Entire Network (RSV-NET),2018-2019,Overall,18-49 years,Overall,"White, non-Hispanic",2.1
577,Entire Network (RSV-NET),2018-2019,Overall,5-17 years,Overall,"A/PI, non-Hispanic",5.2
578,Entire Network (RSV-NET),2018-2019,Overall,5-17 years,Overall,"AI/AN, non-Hispanic",20.2
579,Entire Network (RSV-NET),2018-2019,Overall,5-17 years,Overall,"Black, non-Hispanic",7
580,Entire Network (RSV-NET),2018-2019,Overall,5-17 years,Overall,Hispanic,5.2
581,Entire Network (RSV-NET),2018-2019,Overall,5-17 years,Overall,"White, non-Hispanic",4.2
582,Entire Network (RSV-NET),2018-2019,Overall,50-64 years,Overall,"A/PI, non-Hispanic",4.7
583,Entire Network (RSV-NET),2018-2019,Overall,50-64 years,Overall,"AI/AN, non-Hispanic",18.8
584,Entire Network (RSV-NET),2018-2019,Overall,50-64 years,Overall,"Black, non-Hispanic",16.6
585,Entire Network (RSV-NET),2018-2019,Overall,50-64 years,Overall,Hispanic,10.5
586,Entire Network (RSV-NET),2018-2019,Overall,50-64 years,Overall,"White, non-Hispanic",8.8
587,Entire Network (RSV-NET),2018-2019,Overall,65+ years,Overall,"A/PI, non-Hispanic",28
588,Entire Network (RSV-NET),2018-2019,Overall,65+ years,Overall,"AI/AN, non-Hispanic",24.9
589,Entire Network (RSV-NET),2018-2019,Overall,65+ years,Overall,"Black, non-Hispanic",39.5
590,Entire Network (RSV-NET),2018-2019,Overall,65+ years,Overall,Hispanic,38.5
591,Entire Network (RSV-NET),2018-2019,Overall,65+ years,Overall,"White, non-Hispanic",37
592,Entire Network (RSV-NET),2019-2020,Overall,----0-<6 months,Overall,"A/PI, non-Hispanic",726
593,Entire Network (RSV-NET),2019-2020,Overall,----0-<6 months,Overall,"AI/AN, non-Hispanic",2196.5
594,Entire Network (RSV-NET),2019-2020,Overall,----0-<6 months,Overall,"Black, non-Hispanic",1340.1
595,Entire Network (RSV-NET),2019-2020,Overall,----0-<6 months,Overall,Hispanic,1455.3
596,Entire Network (RSV-NET),2019-2020,Overall,----0-<6 months,Overall,"White, non-Hispanic",1233.9
597,Entire Network (RSV-NET),2019-2020,Overall,----1-<2 years,Overall,"A/PI, non-Hispanic",267.1
598,Entire Network (RSV-NET),2019-2020,Overall,----1-<2 years,Overall,"AI/AN, non-Hispanic",778
599,Entire Network (RSV-NET),2019-2020,Overall,----1-<2 years,Overall,"Black, non-Hispanic",337.4
600,Entire Network (RSV-NET),2019-2020,Overall,----1-<2 years,Overall,Hispanic,339.4
601,Entire Network (RSV-NET),2019-2020,Overall,----1-<2 years,Overall,"White, non-Hispanic",262.5
602,Entire Network (RSV-NET),2019-2020,Overall,----12-17 years,Overall,"A/PI, non-Hispanic",1
603,Entire Network (RSV-NET),2019-2020,Overall,----12-17 years,Overall,"AI/AN, non-Hispanic",0
604,Entire Network (RSV-NET),2019-2020,Overall,----12-17 years,Overall,"Black, non-Hispanic",3
605,Entire Network (RSV-NET),2019-2020,Overall,----12-17 years,Overall,Hispanic,2.6
606,Entire Network (RSV-NET),2019-2020,Overall,----12-17 years,Overall,"White, non-Hispanic",1.7
607,Entire Network (RSV-NET),2019-2020,Overall,----18-29 years,Overall,"A/PI, non-Hispanic",0.4
608,Entire Network (RSV-NET),2019-2020,Overall,----18-29 years,Overall,"AI/AN, non-Hispanic",3.4
609,Entire Network (RSV-NET),2019-2020,Overall,----18-29 years,Overall,"Black, non-Hispanic",4
610,Entire Network (RSV-NET),2019-2020,Overall,----18-29 years,Overall,Hispanic,2.6
611,Entire Network (RSV-NET),2019-2020,Overall,----18-29 years,Overall,"White, non-Hispanic",1.6
612,Entire Network (RSV-NET),2019-2020,Overall,----2-4 years,Overall,"A/PI, non-Hispanic",65.6
613,Entire Network (RSV-NET),2019-2020,Overall,----2-4 years,Overall,"AI/AN, non-Hispanic",338.1
614,Entire Network (RSV-NET),2019-2020,Overall,----2-4 years,Overall,"Black, non-Hispanic",89.7
615,Entire Network (RSV-NET),2019-2020,Overall,----2-4 years,Overall,Hispanic,117.5
616,Entire Network (RSV-NET),2019-2020,Overall,----2-4 years,Overall,"White, non-Hispanic",83.3
617,Entire Network (RSV-NET),2019-2020,Overall,----30-39 years,Overall,"A/PI, non-Hispanic",1.2
618,Entire Network (RSV-NET),2019-2020,Overall,----30-39 years,Overall,"AI/AN, non-Hispanic",8
619,Entire Network (RSV-NET),2019-2020,Overall,----30-39 years,Overall,"Black, non-Hispanic",4
620,Entire Network (RSV-NET),2019-2020,Overall,----30-39 years,Overall,Hispanic,2.6
621,Entire Network (RSV-NET),2019-2020,Overall,----30-39 years,Overall,"White, non-Hispanic",3
622,Entire Network (RSV-NET),2019-2020,Overall,----40-49 years,Overall,"A/PI, non-Hispanic",3.6
623,Entire Network (RSV-NET),2019-2020,Overall,----40-49 years,Overall,"AI/AN, non-Hispanic",15.3
624,Entire Network (RSV-NET),2019-2020,Overall,----40-49 years,Overall,"Black, non-Hispanic",10.1
625,Entire Network (RSV-NET),2019-2020,Overall,----40-49 years,Overall,Hispanic,5.2
626,Entire Network (RSV-NET),2019-2020,Overall,----40-49 years,Overall,"White, non-Hispanic",4.2
627,Entire Network (RSV-NET),2019-2020,Overall,----5-11 years,Overall,"A/PI, non-Hispanic",6.2
628,Entire Network (RSV-NET),2019-2020,Overall,----5-11 years,Overall,"AI/AN, non-Hispanic",31.8
629,Entire Network (RSV-NET),2019-2020,Overall,----5-11 years,Overall,"Black, non-Hispanic",10.4
630,Entire Network (RSV-NET),2019-2020,Overall,----5-11 years,Overall,Hispanic,13.5
631,Entire Network (RSV-NET),2019-2020,Overall,----5-11 years,Overall,"White, non-Hispanic",7.3
632,Entire Network (RSV-NET),2019-2020,Overall,----6-<12 months,Overall,"A/PI, non-Hispanic",314
633,Entire Network (RSV-NET),2019-2020,Overall,----6-<12 months,Overall,"AI/AN, non-Hispanic",1040.5
634,Entire Network (RSV-NET),2019-2020,Overall,----6-<12 months,Overall,"Black, non-Hispanic",507.2
635,Entire Network (RSV-NET),2019-2020,Overall,----6-<12 months,Overall,Hispanic,582.1
636,Entire Network (RSV-NET),2019-2020,Overall,----6-<12 months,Overall,"White, non-Hispanic",485.7
637,Entire Network (RSV-NET),2019-2020,Overall,----65-74 years,Overall,"A/PI, non-Hispanic",14.3
638,Entire Network (RSV-NET),2019-2020,Overall,----65-74 years,Overall,"AI/AN, non-Hispanic",54
639,Entire Network (RSV-NET),2019-2020,Overall,----65-74 years,Overall,"Black, non-Hispanic",34.6
640,Entire Network (RSV-NET),2019-2020,Overall,----65-74 years,Overall,Hispanic,33.2
641,Entire Network (RSV-NET),2019-2020,Overall,----65-74 years,Overall,"White, non-Hispanic",24.5
642,Entire Network (RSV-NET),2019-2020,Overall,----75-84 years,Overall,"A/PI, non-Hispanic",41.3
643,Entire Network (RSV-NET),2019-2020,Overall,----75-84 years,Overall,"AI/AN, non-Hispanic",22.6
644,Entire Network (RSV-NET),2019-2020,Overall,----75-84 years,Overall,"Black, non-Hispanic",45.7
645,Entire Network (RSV-NET),2019-2020,Overall,----75-84 years,Overall,Hispanic,76.4
646,Entire Network (RSV-NET),2019-2020,Overall,----75-84 years,Overall,"White, non-Hispanic",54
647,Entire Network (RSV-NET),2019-2020,Overall,----85+ years,Overall,"A/PI, non-Hispanic",75.9
648,Entire Network (RSV-NET),2019-2020,Overall,----85+ years,Overall,"AI/AN, non-Hispanic",0
649,Entire Network (RSV-NET),2019-2020,Overall,----85+ years,Overall,"Black, non-Hispanic",72.1
650,Entire Network (RSV-NET),2019-2020,Overall,----85+ years,Overall,Hispanic,137.2
651,Entire Network (RSV-NET),2019-2020,Overall,----85+ years,Overall,"White, non-Hispanic",118.7
652,Entire Network (RSV-NET),2019-2020,Overall,0-17 (Children),Overall,"A/PI, non-Hispanic",54.1
653,Entire Network (RSV-NET),2019-2020,Overall,0-17 (Children),Overall,"AI/AN, non-Hispanic",192.2
654,Entire Network (RSV-NET),2019-2020,Overall,0-17 (Children),Overall,"Black, non-Hispanic",83.7
655,Entire Network (RSV-NET),2019-2020,Overall,0-17 (Children),Overall,Hispanic,98.6
656,Entire Network (RSV-NET),2019-2020,Overall,0-17 (Children),Overall,"White, non-Hispanic",75.1
657,Entire Network (RSV-NET),2019-2020,Overall,0-4 years,Overall,"A/PI, non-Hispanic",187.8
658,Entire Network (RSV-NET),2019-2020,Overall,0-4 years,Overall,"AI/AN, non-Hispanic",688.1
659,Entire Network (RSV-NET),2019-2020,Overall,0-4 years,Overall,"Black, non-Hispanic",298.1
660,Entire Network (RSV-NET),2019-2020,Overall,0-4 years,Overall,Hispanic,341.5
661,Entire Network (RSV-NET),2019-2020,Overall,0-4 years,Overall,"White, non-Hispanic",271.9
662,Entire Network (RSV-NET),2019-2020,Overall,18+ (Adults),Overall,"A/PI, non-Hispanic",6.9
663,Entire Network (RSV-NET),2019-2020,Overall,18+ (Adults),Overall,"AI/AN, non-Hispanic",15.3
664,Entire Network (RSV-NET),2019-2020,Overall,18+ (Adults),Overall,"Black, non-Hispanic",15
665,Entire Network (RSV-NET),2019-2020,Overall,18+ (Adults),Overall,Hispanic,9.9
666,Entire Network (RSV-NET),2019-2020,Overall,18+ (Adults),Overall,"White, non-Hispanic",14.8
667,Entire Network (RSV-NET),2019-2020,Overall,18-49 years,Overall,"A/PI, non-Hispanic",1.6
668,Entire Network (RSV-NET),2019-2020,Overall,18-49 years,Overall,"AI/AN, non-Hispanic",8.1
669,Entire Network (RSV-NET),2019-2020,Overall,18-49 years,Overall,"Black, non-Hispanic",5.7
670,Entire Network (RSV-NET),2019-2020,Overall,18-49 years,Overall,Hispanic,3.3
671,Entire Network (RSV-NET),2019-2020,Overall,18-49 years,Overall,"White, non-Hispanic",2.8
672,Entire Network (RSV-NET),2019-2020,Overall,5-17 years,Overall,"A/PI, non-Hispanic",3.9
673,Entire Network (RSV-NET),2019-2020,Overall,5-17 years,Overall,"AI/AN, non-Hispanic",16.8
674,Entire Network (RSV-NET),2019-2020,Overall,5-17 years,Overall,"Black, non-Hispanic",6.9
675,Entire Network (RSV-NET),2019-2020,Overall,5-17 years,Overall,Hispanic,8.4
676,Entire Network (RSV-NET),2019-2020,Overall,5-17 years,Overall,"White, non-Hispanic",4.6
677,Entire Network (RSV-NET),2019-2020,Overall,50-64 years,Overall,"A/PI, non-Hispanic",5.7
678,Entire Network (RSV-NET),2019-2020,Overall,50-64 years,Overall,"AI/AN, non-Hispanic",18.9
679,Entire Network (RSV-NET),2019-2020,Overall,50-64 years,Overall,"Black, non-Hispanic",22.3
680,Entire Network (RSV-NET),2019-2020,Overall,50-64 years,Overall,Hispanic,12
681,Entire Network (RSV-NET),2019-2020,Overall,50-64 years,Overall,"White, non-Hispanic",11.4
682,Entire Network (RSV-NET),2019-2020,Overall,65+ years,Overall,"A/PI, non-Hispanic",29.5
683,Entire Network (RSV-NET),2019-2020,Overall,65+ years,Overall,"AI/AN, non-Hispanic",41.3
684,Entire Network (RSV-NET),2019-2020,Overall,65+ years,Overall,"Black, non-Hispanic",41
685,Entire Network (RSV-NET),2019-2020,Overall,65+ years,Overall,Hispanic,55.8
686,Entire Network (RSV-NET),2019-2020,Overall,65+ years,Overall,"White, non-Hispanic",44.6
687,Entire Network (RSV-NET),2020-2021,Overall,----0-<6 months,Overall,"A/PI, non-Hispanic",261.6
688,Entire Network (RSV-NET),2020-2021,Overall,----0-<6 months,Overall,"AI/AN, non-Hispanic",462.4
689,Entire Network (RSV-NET),2020-2021,Overall,----0-<6 months,Overall,"Black, non-Hispanic",928
690,Entire Network (RSV-NET),2020-2021,Overall,----0-<6 months,Overall,Hispanic,674.5
691,Entire Network (RSV-NET),2020-2021,Overall,----0-<6 months,Overall,"White, non-Hispanic",658.6
692,Entire Network (RSV-NET),2020-2021,Overall,----1-<2 years,Overall,"A/PI, non-Hispanic",70
693,Entire Network (RSV-NET),2020-2021,Overall,----1-<2 years,Overall,"AI/AN, non-Hispanic",0
694,Entire Network (RSV-NET),2020-2021,Overall,----1-<2 years,Overall,"Black, non-Hispanic",278.1
695,Entire Network (RSV-NET),2020-2021,Overall,----1-<2 years,Overall,Hispanic,180.2
696,Entire Network (RSV-NET),2020-2021,Overall,----1-<2 years,Overall,"White, non-Hispanic",175.6
697,Entire Network (RSV-NET),2020-2021,Overall,----12-17 years,Overall,"A/PI, non-Hispanic",1
698,Entire Network (RSV-NET),2020-2021,Overall,----12-17 years,Overall,"AI/AN, non-Hispanic",0
699,Entire Network (RSV-NET),2020-2021,Overall,----12-17 years,Overall,"Black, non-Hispanic",3
700,Entire Network (RSV-NET),2020-2021,Overall,----12-17 years,Overall,Hispanic,0.7
701,Entire Network (RSV-NET),2020-2021,Overall,----12-17 years,Overall,"White, non-Hispanic",1.2
702,Entire Network (RSV-NET),2020-2021,Overall,----18-29 years,Overall,"A/PI, non-Hispanic",0.4
703,Entire Network (RSV-NET),2020-2021,Overall,----18-29 years,Overall,"AI/AN, non-Hispanic",0
704,Entire Network (RSV-NET),2020-2021,Overall,----18-29 years,Overall,"Black, non-Hispanic",2.9
705,Entire Network (RSV-NET),2020-2021,Overall,----18-29 years,Overall,Hispanic,1.2
706,Entire Network (RSV-NET),2020-2021,Overall,----18-29 years,Overall,"White, non-Hispanic",0.8
707,Entire Network (RSV-NET),2020-2021,Overall,----2-4 years,Overall,"A/PI, non-Hispanic",24.1
708,Entire Network (RSV-NET),2020-2021,Overall,----2-4 years,Overall,"AI/AN, non-Hispanic",19.9
709,Entire Network (RSV-NET),2020-2021,Overall,----2-4 years,Overall,"Black, non-Hispanic",99.7
710,Entire Network (RSV-NET),2020-2021,Overall,----2-4 years,Overall,Hispanic,56.7
711,Entire Network (RSV-NET),2020-2021,Overall,----2-4 years,Overall,"White, non-Hispanic",49.6
712,Entire Network (RSV-NET),2020-2021,Overall,----30-39 years,Overall,"A/PI, non-Hispanic",0.2
713,Entire Network (RSV-NET),2020-2021,Overall,----30-39 years,Overall,"AI/AN, non-Hispanic",0
714,Entire Network (RSV-NET),2020-2021,Overall,----30-39 years,Overall,"Black, non-Hispanic",3
715,Entire Network (RSV-NET),2020-2021,Overall,----30-39 years,Overall,Hispanic,1.4
716,Entire Network (RSV-NET),2020-2021,Overall,----30-39 years,Overall,"White, non-Hispanic",1.5
717,Entire Network (RSV-NET),2020-2021,Overall,----40-49 years,Overall,"A/PI, non-Hispanic",0.7
718,Entire Network (RSV-NET),2020-2021,Overall,----40-49 years,Overall,"AI/AN, non-Hispanic",0
719,Entire Network (RSV-NET),2020-2021,Overall,----40-49 years,Overall,"Black, non-Hispanic",3
720,Entire Network (RSV-NET),2020-2021,Overall,----40-49 years,Overall,Hispanic,1.2
721,Entire Network (RSV-NET),2020-2021,Overall,----40-49 years,Overall,"White, non-Hispanic",0.6
722,Entire Network (RSV-NET),2020-2021,Overall,----5-11 years,Overall,"A/PI, non-Hispanic",0.8
723,Entire Network (RSV-NET),2020-2021,Overall,----5-11 years,Overall,"AI/AN, non-Hispanic",0
724,Entire Network (RSV-NET),2020-2021,Overall,----5-11 years,Overall,"Black, non-Hispanic",7.6
725,Entire Network (RSV-NET),2020-2021,Overall,----5-11 years,Overall,Hispanic,7
726,Entire Network (RSV-NET),2020-2021,Overall,----5-11 years,Overall,"White, non-Hispanic",1.5
727,Entire Network (RSV-NET),2020-2021,Overall,----6-<12 months,Overall,"A/PI, non-Hispanic",71.9
728,Entire Network (RSV-NET),2020-2021,Overall,----6-<12 months,Overall,"AI/AN, non-Hispanic",231.2
729,Entire Network (RSV-NET),2020-2021,Overall,----6-<12 months,Overall,"Black, non-Hispanic",438
730,Entire Network (RSV-NET),2020-2021,Overall,----6-<12 months,Overall,Hispanic,243.5
731,Entire Network (RSV-NET),2020-2021,Overall,----6-<12 months,Overall,"White, non-Hispanic",237.2
732,Entire Network (RSV-NET),2020-2021,Overall,----65-74 years,Overall,"A/PI, non-Hispanic",3.3
733,Entire Network (RSV-NET),2020-2021,Overall,----65-74 years,Overall,"AI/AN, non-Hispanic",9
734,Entire Network (RSV-NET),2020-2021,Overall,----65-74 years,Overall,"Black, non-Hispanic",10.6
735,Entire Network (RSV-NET),2020-2021,Overall,----65-74 years,Overall,Hispanic,6.5
736,Entire Network (RSV-NET),2020-2021,Overall,----65-74 years,Overall,"White, non-Hispanic",4.7
737,Entire Network (RSV-NET),2020-2021,Overall,----75-84 years,Overall,"A/PI, non-Hispanic",6
738,Entire Network (RSV-NET),2020-2021,Overall,----75-84 years,Overall,"AI/AN, non-Hispanic",0
739,Entire Network (RSV-NET),2020-2021,Overall,----75-84 years,Overall,"Black, non-Hispanic",6.1
740,Entire Network (RSV-NET),2020-2021,Overall,----75-84 years,Overall,Hispanic,5.6
741,Entire Network (RSV-NET),2020-2021,Overall,----75-84 years,Overall,"White, non-Hispanic",7
742,Entire Network (RSV-NET),2020-2021,Overall,----85+ years,Overall,"A/PI, non-Hispanic",11.5
743,Entire Network (RSV-NET),2020-2021,Overall,----85+ years,Overall,"AI/AN, non-Hispanic",0
744,Entire Network (RSV-NET),2020-2021,Overall,----85+ years,Overall,"Black, non-Hispanic",7
745,Entire Network (RSV-NET),2020-2021,Overall,----85+ years,Overall,Hispanic,21.1
746,Entire Network (RSV-NET),2020-2021,Overall,----85+ years,Overall,"White, non-Hispanic",10.3
747,Entire Network (RSV-NET),2020-2021,Overall,0-17 (Children),Overall,"A/PI, non-Hispanic",16.8
748,Entire Network (RSV-NET),2020-2021,Overall,0-17 (Children),Overall,"AI/AN, non-Hispanic",21.7
749,Entire Network (RSV-NET),2020-2021,Overall,0-17 (Children),Overall,"Black, non-Hispanic",68.9
750,Entire Network (RSV-NET),2020-2021,Overall,0-17 (Children),Overall,Hispanic,46.7
751,Entire Network (RSV-NET),2020-2021,Overall,0-17 (Children),Overall,"White, non-Hispanic",41.4
752,Entire Network (RSV-NET),2020-2021,Overall,0-4 years,Overall,"A/PI, non-Hispanic",59.2
753,Entire Network (RSV-NET),2020-2021,Overall,0-4 years,Overall,"AI/AN, non-Hispanic",83
754,Entire Network (RSV-NET),2020-2021,Overall,0-4 years,Overall,"Black, non-Hispanic",246.4
755,Entire Network (RSV-NET),2020-2021,Overall,0-4 years,Overall,Hispanic,161.5
756,Entire Network (RSV-NET),2020-2021,Overall,0-4 years,Overall,"White, non-Hispanic",153
757,Entire Network (RSV-NET),2020-2021,Overall,18+ (Adults),Overall,"A/PI, non-Hispanic",1.4
758,Entire Network (RSV-NET),2020-2021,Overall,18+ (Adults),Overall,"AI/AN, non-Hispanic",1.7
759,Entire Network (RSV-NET),2020-2021,Overall,18+ (Adults),Overall,"Black, non-Hispanic",4.5
760,Entire Network (RSV-NET),2020-2021,Overall,18+ (Adults),Overall,Hispanic,2.3
761,Entire Network (RSV-NET),2020-2021,Overall,18+ (Adults),Overall,"White, non-Hispanic",2.4
762,Entire Network (RSV-NET),2020-2021,Overall,18-49 years,Overall,"A/PI, non-Hispanic",0.4
763,Entire Network (RSV-NET),2020-2021,Overall,18-49 years,Overall,"AI/AN, non-Hispanic",0
764,Entire Network (RSV-NET),2020-2021,Overall,18-49 years,Overall,"Black, non-Hispanic",3
765,Entire Network (RSV-NET),2020-2021,Overall,18-49 years,Overall,Hispanic,1.3
766,Entire Network (RSV-NET),2020-2021,Overall,18-49 years,Overall,"White, non-Hispanic",1
767,Entire Network (RSV-NET),2020-2021,Overall,5-17 years,Overall,"A/PI, non-Hispanic",0.9
768,Entire Network (RSV-NET),2020-2021,Overall,5-17 years,Overall,"AI/AN, non-Hispanic",0
769,Entire Network (RSV-NET),2020-2021,Overall,5-17 years,Overall,"Black, non-Hispanic",5.4
770,Entire Network (RSV-NET),2020-2021,Overall,5-17 years,Overall,Hispanic,4
771,Entire Network (RSV-NET),2020-2021,Overall,5-17 years,Overall,"White, non-Hispanic",1.4
772,Entire Network (RSV-NET),2020-2021,Overall,50-64 years,Overall,"A/PI, non-Hispanic",1.7
773,Entire Network (RSV-NET),2020-2021,Overall,50-64 years,Overall,"AI/AN, non-Hispanic",3.8
774,Entire Network (RSV-NET),2020-2021,Overall,50-64 years,Overall,"Black, non-Hispanic",5.4
775,Entire Network (RSV-NET),2020-2021,Overall,50-64 years,Overall,Hispanic,3.6
776,Entire Network (RSV-NET),2020-2021,Overall,50-64 years,Overall,"White, non-Hispanic",2
777,Entire Network (RSV-NET),2020-2021,Overall,65+ years,Overall,"A/PI, non-Hispanic",5.1
778,Entire Network (RSV-NET),2020-2021,Overall,65+ years,Overall,"AI/AN, non-Hispanic",5.9
779,Entire Network (RSV-NET),2020-2021,Overall,65+ years,Overall,"Black, non-Hispanic",9.1
780,Entire Network (RSV-NET),2020-2021,Overall,65+ years,Overall,Hispanic,7.8
781,Entire Network (RSV-NET),2020-2021,Overall,65+ years,Overall,"White, non-Hispanic",6.1
782,Entire Network (RSV-NET),2021-2022,Overall,----0-<6 months,Overall,"A/PI, non-Hispanic",606.9
783,Entire Network (RSV-NET),2021-2022,Overall,----0-<6 months,Overall,"AI/AN, non-Hispanic",1270.2
784,Entire Network (RSV-NET),2021-2022,Overall,----0-<6 months,Overall,"Black, non-Hispanic",1024.4
785,Entire Network (RSV-NET),2021-2022,Overall,----0-<6 months,Overall,Hispanic,1365.6
786,Entire Network (RSV-NET),2021-2022,Overall,----0-<6 months,Overall,"White, non-Hispanic",1195.3
787,Entire Network (RSV-NET),2021-2022,Overall,----1-<2 years,Overall,"A/PI, non-Hispanic",212.6
